№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
1613;Пруд Фонтанный;114294.42;86700.10;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8315189229;60.1157831123
1614;"Скульптура ""Братья по  оружию""";114383.64;86403.66;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8261835501;60.116577001
1615;"Скульптура ""Мальчик с корабликом""";114305.56;86631.00;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8302757201;60.1158815095
1616;"Скульптура ""Мальчик с рыбкой""";114310.32;86636.51;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8303745917;60.1159243598
1617;"Скульптура ""Прием в пионеры""";114557.52;87072.81;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8382101026;60.1181529257
1618;"Скульптура ""Физкультурницы""";114340.46;86626.90;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8302003708;60.116194658
1619;Спуски гранитные (четыре);114292.70;86776.56;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8328940505;60.1157694197
1620;"Фонтан ""Мальчик""";114145.06;86750.57;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8324333916;60.1144436923
1621;"Фонтан ""Слава""";114115.96;86821.65;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8337129543;60.1141841205
1622;Памятник Богданову С. И., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1623;Памятник Голубеву В.М., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1624;Памятник Осипову В.Н., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1625;Памятник Ракову В.И., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1626;Памятник Федорову Е.П., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1627;Памятник Челнокову Н.В., дважды Герою Советского Союза;114216.84;86847.23;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8341684011;60.1150901421
1628;"Скульптура ""Тыл""";114275.56;86601.44;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8297455065;60.1156115625
1629;"Скульптура ""Фронт""";114275.56;86601.44;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8297455065;60.1156115625
1630;Мосты (одиннадцать);114746.73;86840.51;Московский пр., 188, Бассейная ул., Кузнецовская ул., Юрия Гагарина пр.;29.8340235814;60.1198459916
1631;Памятник химику Менделееву Д.И.;113817.09;92297.38;Московский пр., 19;29.9321890607;60.1115888537
1632;Дом, где в 1893-1907 гг. работал химик Менделеев Д.И.;113705.58;92244.89;Московский пр., 19, корп. 1;29.9312472959;60.1105875082
1633;Жилой дом палаты мер и весов. Здесь в 1897-1907 гг. жил и работал химик Менделеев Д.И.;113788.19;92285.12;Московский пр., 19, корп. 4;29.9319691422;60.1113293485
1634;Жилой дом Ленсовета;114103.40;85480.31;Московский пр., 206, лит. А;29.8095922736;60.1140388523
1635;Жилые дома Ленсовета (2 здания);114108.90;85424.59;Московский пр., 206, лит. А, 208, лит. А;29.808589978;60.1140867706
1636;Жилой дом Ленсовета;114109.40;85330.20;Московский пр., 208, лит. А;29.8068925408;60.1140887904
1637;Дом Советов;114364.44;84958.49;Московский пр., 212;29.8001942153;60.1163679552
1638;Институт Технологический;113926.86;92302.37;"Московский пр., 26; Загородный пр., 49";29.9322767591;60.1125741392
1639;Памятник деятелю российского и международного социал-демократического движения, философу Плеханову Г.В.;113888.79;92207.46;"Московский пр., 26; Загородный пр., 49";29.9305707887;60.1122315552
1640;"Станция метро ""Технологический институт"" (с перронным залом)";113888.88;92106.48;Московский пр., 28, лит. А;29.9287549617;60.1122313949
1641;Здание Фрунзенского универмага;113963.72;91318.72;Московский пр., 60/129, литеры А, Б;29.9145876983;60.1128947133
1642;Дом подполковника Брюна с флигелями и сквером в 1-м дворе;113745.17;93041.33;Московский пр., 7;29.9455676046;60.1109495371
1643;Жилой дом;113811.76;90375.35;Московский пр., 79;29.8976279066;60.1115187372
1644;Дом Киселевской;113887.12;92995.88;Московский пр., 8;29.9447482093;60.1122232681
1645;Ночлежный дом в память А.Е.Прокофьева;113908.87;89856.95;Московский пр., 87, лит. А;29.8883032764;60.1123827925
1646;Институт инженеров путей сообщения;113792.08;92961.58;Московский пр., 9;29.9441328768;60.1113699774
1647;Комплекс построек акционерного общества “Просвещение” Н.С. Цетлина и А. Мейера;113714.33;89750.41;Московский пр., 93, лит. А, Б, В;29.8863934914;60.1106350693
1648;Здание школы;113958.73;90390.26;Московский пр., 96, лит. А, за исключением помещений 9-Н (6-12), 12-Н (8);29.8978919194;60.1128380711
1649;Ворота триумфальные Московские;113947.25;89323.48;Московский пр., в створе Лиговского пр.;29.8787091038;60.1127188128
1650;ДОТ № 67 рубежа «Ижора»;114276.12;85039.52;Московский пр., возле д. 212;29.8016562475;60.1155774385
1651;ДОТ № 65 рубежа «Ижора»;114438.50;84906.91;Московский пр., возле д. 212;29.7992625399;60.1170312711
1652;Пожарное депо;114002.01;89274.48;Московский пр., д. 116, литера А;29.8778261485;60.113209498
1653;Комплекс зданий Императорского военно-сиротского дома (Константиновского военного училища);113695.32;92433.83;Московский пр., д. 17, лит. А1, А3, А4, А5, А6, Б, Ж, З, К, М, Н1, Н2, Н3, Н4, Н5, Н6;29.9346448347;60.1104971467
1654;Главное здание;113796.62;92460.04;Московский пр., д. 17, лит. А1, А4, А5;29.9351143237;60.1114065966
