№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
980;Дом Н.И. Олонкина, в котором в 1864-1867 годах жил Ф.М. Достоевский;113551.31;93292.32;"Казначейская ул., 7; Столярный пер., 14"
981;Памятник государственному деятелю Калинину М.И.;117631.06;98137.70;Калинина пл.
982;Ограда;112783.74;99195.67;Каменноостровский пр.
983;Быв. дом Воейковой;113759.34;97092.01;Каменноостровский пр., 19/17
984;Дом жилой;113902.26;96630.83;Каменноостровский пр., 2
985;Лицей Императорский Александровский;113733.80;97218.72;"Каменноостровский пр., 21-23; Большая Монетная ул., 12-14; Рентгена ул., 1"
986;Главное здание. Здесь в 1844 г. учился писатель Салтыков-Щедрин М.Е.;113763.93;97232.61;"Каменноостровский пр., 21-23; Большая Монетная ул., 12-14; Рентгена ул., 1"
987;Дом, где в 1926-1934 гг. в квартире 20 жил секретарь Ленинградского губкома ВКП(б) Киров С.М.;113583.37;97236.39;Каменноостровский пр., 26-28
988;Дом эмира Бухарского (лицевой дом и 5 флигелей);113266.22;97908.17;Каменноостровский пр., 44-б
989;Особняк Покотиловой М.К. с оградой, флигелем и палисадником с ограждением;113187.22;98106.90;Каменноостровский пр., 48
990;Особняк графа Витте С.Ю.;113945.42;96668.30;Каменноостровский пр., 5
991;Усадьба Игеля Э.Г.;113084.26;98425.60;Каменноостровский пр., 58-60, лит. А
992;Дом А.Е.Вяземского и здание механической мастерской Р.М.Ветцера;113052.70;98354.42;Каменноостровский пр., 58-60, лит. В (В1, В2, В3, В4, В5, В8)
993;Дом инженера А. Ф. Циммермана (лицевой дом с палисадником, ограждением палисадника и 2 флигелями);113158.59;98415.23;"Каменноостровский пр., 61; Чапыгина ул., 2"
994;Дом доходный Сомова (Маркова);113133.24;98447.31;Каменноостровский пр., 63
995;Дом доходный Маркова;113121.44;98490.42;Каменноостровский пр., 65
996;Дом жилой работников Всесоюзного института экспериментальной медицины;113117.48;98613.15;Каменноостровский пр., 69-71
997;Дом Петроградского товарищества постоянных квартир (лицевой дом с курдонером, 6 флигелями и оградой во дворе). Здесь жил М.Л.Лозинский с 1915 по 1955 гг.;113065.54;98657.92;"Каменноостровский пр., 73-75; Академика Павлова ул., 16"
998;Флигель у оранжереи (гауптвахта);112857.21;99038.83;Каменноостровский пр., 77
999;Церковь Рождества Иоанна Предтечи;112839.37;99291.66;Каменноостровский пр., 83
1000;"Памятник матросам миноносца ""Стерегущий""";113992.36;96463.59;"Каменноостровский пр.; Александровский парк"
1001;Памятник физику Попову А.С.;113420.14;97840.28;"Каменноостровский пр.; сквер между домами 39 и 41"
1002;Фонарные столбы с решеткой;114179.53;96117.38;"Каменноостровский пр.; Троицкая пл. (от Троицкого моста до Кронверкского протока)"
1003;"Парк ""Тихий отдых""";111851.73;99047.05;Каменный остров
1004;Здание Четырехпоставочной коннопаровоздуховодной мельницы (служебное здание Пиротехнической школы);123935.59;99354.89;Капсюльное шоссе, 21, лит. А
1005;Дом Санкт-Петербургского губернского кредитного общества;115209.58;94322.30;"Караванная ул., 12; Фонтанки р. наб., 15"
1006;"Дом жилой страхового общества ""Саламандра и др.""";115093.95;94121.07;Караванная ул., 9
1007;Круглая баня;116288.08;101126.26;Карбышева ул., 29-а
1008;Дом жилой Ленсовета Первый;113528.60;97931.45;Карповки р. наб., 13
1009;Корпус солдатский;114395.45;97783.71;"Карповки р. наб., 2; Чапаева ул., 30"
1010;Дом, где в июле в 1917 г. нелегально жил Ленин В.И.;113331.99;98119.84;Карповки р. наб., 25, кв. 18 и 34
1011;Дом, где в октябре 1917 г. ЦК РСДРП(б) принял решение о подготовке к вооруженному восстанию в Петрограде;112848.27;98042.09;Карповки р. наб., 32
1012;Иоанновский монастырь с часовней, садом и оградой;112835.04;98147.46;Карповки р. наб., 45
