№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
534;Дом, где в 1791 г., 1798 г., 1800 г. жил полководец Суворов А.В.;92474.34;112788.19;Крюкова канала наб., 23
535;Дом А.П. Вознесенской;93242.01;115950.68;Кузнечный пер., 17/2, лит. А
536;Дом Каншиных;93401.76;115610.50;Кузнечный пер., 2
537;Особняк А.В.Каншина;93395.35;115638.83;Кузнечный пер., 2-4, лит. Б
538;Здание Кузнечного рынка;93335.05;115613.52;Кузнечный пер., 3
539;Высшие женские естественные курсы и гимназия Лохвицкой-Скалон М.А. Здесь проходила VII (Апрельская) конференция РСДРП(б);93311.50;115744.36;"Кузнечный пер., 9; Марата ул., 27"
540;Особняк Кшесинской М.Ф. Особняк Бранта В.Э.;96367.12;114237.36;"Куйбышева ул., 2, лит. А; Куйбышева ул., 4, лит. Б, В, Г"
541;Дом Г.А. Шульца;96551.46;114451.01;Куйбышева ул., 22
542;Быв. дом Белозерского;96609.05;114625.02;Куйбышева ул., 25
543;Здание солодовни пивоваренного завода И.А. Дурдина;91442.45;111721.13;Курляндская ул., 28, лит. В
544;Дом Товарищества русских паровых маслобоен;91568.31;111233.92;Курляндская ул., 41
545;Солодовня Калинкинского пивоваренного завода;91560.35;111019.80;Курляндская ул., 49
546;Набережная Французская (ныне Кутузова);95753.64;115171.46;Кутузова наб. - левый берег р. Невы, от Литейного моста до Лебяжьего канала
547;Дом Пашковой Е.П. (посольство Франции);95743.68;115355.34;Кутузова наб., 10
548;Особняк А. Задлера (дом Д.Д. Орлова-Давыдова);95724.20;115230.66;Кутузова наб., 18, лит. А
549;Дом Яковлева;95732.74;115189.06;"Кутузова наб., 20; Шпалерная ул., 2; Гагаринская ул., 4"
550;Особняк Серебряковой;95717.29;115162.37;"Кутузова наб., 22; Гагаринская ул., 2"
551;Дом, где в 1801-1812 гг. жил полководец Кутузов М.И.;95631.78;115044.68;Кутузова наб., 30
552;Дом Баура;95605.88;114946.25;"Кутузова наб., 36; Фонтанки р. наб., 2"
553;Дом М.Э.Клейнмихель;95732.32;115332.94;Кутузова наб., дом 12, литера А
554;Братские могилы советских воинов, погибших в годы Великой Отечественной войны 1941-1945 г.г.;100134.77;118188.43;Лабораторный пр., Богословское кладбище
555;Братские могилы советских воинов, погибших в войну с белофиннами 1939-1940 г.г.;100094.08;117832.72;Лабораторный пр., Богословское кладбище
556;Братская могила жителей Ленинграда, погибших в годы Великой Отечественной войны 1941-1945 г.г.;100437.89;118154.46;Лабораторный пр., Богословское кладбище
557;Вокзал железнодорожной станции Ланская;100850.85;114324.94;Ланская ж.д.ст., Сердобольская ул., 3
558;Усадьба Стенбок-Ферморов;100283.04;103452.00;Лахтинский пр., 104, лит. А
559;Церковь Апостола Петра;100517.45;104228.26;Лахтинский пр., 94
560;Дом В.В.Шауба;100796.79;103577.96;Лахтинский пр., д. 115 , лит. А
561;Братское захоронение воинов Советской Армии, погибших в годы Великой Отечественной войны 1941-1945 г.г.;101032.82;104681.48;Лахтинское кладбище
562;Железнодорожная станция Левашово;113076.73;108192.69;Левашово ж.д.ст., Вокзальное шоссе, 43
563;Набережная Николаевская (ныне Лейтенанта Шмидта);93903.09;111473.25;Лейтенанта Шмидта наб. - правый берег р. Большой Невы, от моста Лейтенанта Шмидта до 23-й линии В.О.
564;"Дом жилой Академии наук (""дом академиков""). Здесь в 1918-1936 гг. жил физиолог Павлов И.П.";94357.64;112018.66;"Лейтенанта Шмидта наб., 1; 7-я линия В.О., 2"
565;Морской кадетский корпус;94216.04;111661.08;Лейтенанта Шмидта наб., 17
566;Подворье Киево-Печерской лавры;94039.54;111432.48;"Лейтенанта Шмидта наб., 27; 15-я линия В.О., 2"
567;Дом Утеман Ф.Ф.;93960.51;111402.04;Лейтенанта Шмидта наб., 31
568;Дом Боткина М.П.;93800.74;111278.62;"Лейтенанта Шмидта наб., 41; 18-я линия В.О., 1"
